year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2014.0,12.0,18.0,1.0,170.0,-13.0,-7.0,1030.0,NW,0.89,0.0,0
2012.0,10.0,27.0,5.0,260.0,8.0,9.0,1015.0,NW,0.89,0.0,0
2012.0,12.0,22.0,10.0,22.0,-19.0,-6.0,1036.0,NE,35.76,0.0,0
2011.0,7.0,17.0,8.0,97.0,21.0,24.0,1005.0,NW,5.37,0.0,0
2013.0,11.0,10.0,18.0,46.0,-22.0,9.0,1025.0,SE,4.92,0.0,0
2013.0,2.0,4.0,2.0,100.0,-5.0,-5.0,1022.0,NW,3.13,0.0,0
2010.0,8.0,18.0,3.0,285.0,22.0,24.0,1009.0,SE,76.01,0.0,0
2010.0,3.0,25.0,3.0,44.0,-2.0,1.0,1028.0,SE,17.88,0.0,0
2010.0,8.0,23.0,19.0,70.0,20.0,27.0,1012.0,SE,12.52,0.0,0
2013.0,8.0,4.0,5.0,100.0,20.0,23.0,1001.0,cv,1.78,0.0,0
2010.0,3.0,14.0,14.0,78.0,-1.0,0.0,1019.0,NW,26.38,10.0,0
2010.0,4.0,13.0,13.0,13.0,-22.0,10.0,1027.0,NW,251.23,0.0,0
2013.0,1.0,18.0,19.0,448.0,-11.0,-3.0,1025.0,SE,0.89,0.0,0
2013.0,8.0,13.0,18.0,96.0,23.0,30.0,1003.0,SE,17.88,0.0,0
2010.0,8.0,6.0,16.0,16.0,11.0,31.0,1014.0,SE,14.31,0.0,0
2012.0,7.0,26.0,14.0,40.0,24.0,25.0,1004.0,SE,23.24,0.0,1
2010.0,3.0,25.0,15.0,20.0,-19.0,8.0,1023.0,NW,9.83,0.0,0
2014.0,4.0,7.0,6.0,87.0,0.0,8.0,1014.0,NE,2.67,0.0,0
2011.0,11.0,25.0,17.0,229.0,-4.0,2.0,1025.0,SE,0.89,0.0,0
2014.0,6.0,12.0,23.0,50.0,17.0,26.0,1007.0,SE,4.92,0.0,0
2010.0,9.0,20.0,8.0,109.0,15.0,18.0,1012.0,NW,3.58,0.0,0
2014.0,4.0,29.0,23.0,102.0,8.0,19.0,1011.0,SE,36.66,0.0,0
2011.0,5.0,19.0,6.0,6.0,2.0,17.0,1012.0,NW,98.78,0.0,0
2014.0,3.0,6.0,2.0,8.0,-25.0,-2.0,1030.0,NW,24.14,0.0,0
2012.0,7.0,23.0,20.0,51.0,21.0,28.0,1006.0,SE,22.8,0.0,0
2011.0,4.0,13.0,21.0,172.0,8.0,20.0,1010.0,SE,7.15,0.0,0
2012.0,1.0,2.0,10.0,134.0,-8.0,-3.0,1029.0,cv,0.89,0.0,0
2010.0,11.0,18.0,1.0,446.0,-2.0,0.0,1021.0,NW,1.79,0.0,0
2011.0,6.0,22.0,12.0,251.0,21.0,27.0,999.0,cv,0.89,0.0,0
2014.0,12.0,27.0,7.0,227.0,-10.0,-6.0,1029.0,NW,13.42,0.0,0
2013.0,4.0,4.0,13.0,100.0,-5.0,11.0,1013.0,NW,1.79,0.0,0
2010.0,4.0,3.0,2.0,52.0,-7.0,-1.0,1022.0,cv,1.78,0.0,0
2014.0,3.0,9.0,8.0,114.0,-7.0,0.0,1028.0,NE,1.79,0.0,0
2014.0,10.0,22.0,17.0,83.0,7.0,12.0,1020.0,SE,13.42,0.0,0
2010.0,3.0,26.0,1.0,67.0,-6.0,1.0,1023.0,cv,0.89,0.0,0
2010.0,2.0,27.0,5.0,29.0,-6.0,-3.0,1021.0,SE,51.37,1.0,0
2014.0,11.0,16.0,4.0,206.0,-4.0,1.0,1025.0,cv,0.89,0.0,0
2012.0,10.0,30.0,5.0,16.0,-6.0,1.0,1027.0,cv,1.78,0.0,0
2012.0,11.0,15.0,1.0,117.0,-5.0,-3.0,1028.0,NE,0.89,0.0,0
2012.0,10.0,4.0,7.0,13.0,8.0,11.0,1016.0,SE,1.79,0.0,0
2012.0,10.0,17.0,22.0,59.0,1.0,6.0,1017.0,cv,0.89,0.0,0
2012.0,9.0,1.0,8.0,206.0,24.0,25.0,1011.0,SE,1.79,0.0,0
2014.0,3.0,28.0,22.0,217.0,8.0,14.0,1011.0,NE,0.89,0.0,0
2011.0,11.0,8.0,5.0,68.0,2.0,10.0,1027.0,NW,8.5,0.0,0
2014.0,4.0,30.0,21.0,90.0,10.0,23.0,1008.0,SE,37.1,0.0,0
2010.0,6.0,24.0,12.0,96.0,12.0,31.0,1008.0,SE,8.05,0.0,0
2014.0,5.0,20.0,23.0,114.0,10.0,21.0,1007.0,SE,28.62,0.0,0
2011.0,12.0,3.0,4.0,96.0,-5.0,-5.0,1024.0,NW,12.07,0.0,0
2012.0,12.0,4.0,18.0,138.0,-15.0,0.0,1020.0,NW,3.58,0.0,0
2010.0,11.0,25.0,7.0,45.0,-11.0,-7.0,1028.0,NE,1.79,0.0,0
2013.0,11.0,26.0,7.0,25.0,-11.0,-4.0,1018.0,cv,0.89,0.0,0
2011.0,6.0,5.0,8.0,133.0,13.0,24.0,1009.0,cv,0.89,0.0,0
2013.0,12.0,18.0,22.0,162.0,-17.0,-7.0,1030.0,cv,0.89,0.0,0
2014.0,10.0,4.0,15.0,103.0,14.0,16.0,1019.0,NE,1.79,0.0,0
2013.0,12.0,13.0,4.0,39.0,-20.0,-8.0,1026.0,cv,0.89,0.0,0
2010.0,3.0,31.0,7.0,124.0,6.0,8.0,1014.0,NW,1.79,0.0,0
2010.0,8.0,1.0,19.0,28.0,16.0,27.0,1008.0,SE,26.37,0.0,0
2014.0,9.0,17.0,10.0,19.0,11.0,19.0,1021.0,NE,1.79,0.0,0
2010.0,8.0,6.0,9.0,23.0,13.0,25.0,1017.0,NW,159.59,0.0,0
2012.0,1.0,9.0,11.0,74.0,-11.0,-1.0,1032.0,cv,0.89,0.0,0
2010.0,11.0,3.0,21.0,167.0,2.0,6.0,1022.0,cv,3.12,0.0,0
2014.0,1.0,26.0,17.0,74.0,-13.0,2.0,1024.0,SE,44.71,0.0,0
2012.0,9.0,5.0,19.0,29.0,11.0,22.0,1017.0,SE,35.31,0.0,0
2010.0,1.0,21.0,22.0,72.0,-18.0,-9.0,1035.0,NW,1.79,0.0,0
2014.0,1.0,27.0,11.0,133.0,-11.0,2.0,1018.0,NW,19.68,0.0,0
2010.0,12.0,29.0,22.0,14.0,-20.0,-6.0,1027.0,NW,118.01,0.0,0
2010.0,11.0,12.0,1.0,11.0,-6.0,-1.0,1016.0,NW,134.51,0.0,0
2010.0,7.0,15.0,0.0,168.0,22.0,24.0,1008.0,SE,2.67,0.0,0
2012.0,2.0,27.0,12.0,228.0,-7.0,2.0,1025.0,SE,13.41,0.0,0
2010.0,9.0,13.0,5.0,206.0,16.0,18.0,1012.0,cv,0.89,0.0,0
2014.0,10.0,15.0,17.0,9.0,-9.0,20.0,1016.0,NW,76.43,0.0,0
2014.0,1.0,11.0,5.0,221.0,-19.0,-11.0,1032.0,cv,0.89,0.0,0
2012.0,1.0,24.0,9.0,7.0,-22.0,-5.0,1030.0,NW,41.12,0.0,0
2011.0,2.0,4.0,2.0,270.0,-15.0,-6.0,1019.0,NE,1.79,0.0,0
2014.0,3.0,1.0,11.0,15.0,-21.0,8.0,1025.0,NW,30.84,0.0,0
2010.0,3.0,24.0,19.0,64.0,-3.0,6.0,1024.0,SE,27.71,0.0,0
2014.0,5.0,20.0,21.0,121.0,13.0,23.0,1005.0,SE,21.91,0.0,0
2011.0,6.0,10.0,2.0,121.0,19.0,23.0,1000.0,SE,45.6,0.0,0
2010.0,5.0,7.0,4.0,64.0,6.0,17.0,1002.0,SE,41.12,0.0,0
2014.0,7.0,11.0,14.0,9.0,14.0,36.0,999.0,NE,4.92,0.0,0
2010.0,9.0,6.0,19.0,182.0,21.0,26.0,1009.0,SE,8.04,0.0,0
2012.0,6.0,10.0,2.0,24.0,18.0,20.0,1001.0,NE,3.13,0.0,1
2012.0,2.0,10.0,21.0,54.0,-19.0,0.0,1027.0,SE,37.56,0.0,0
2013.0,1.0,28.0,13.0,384.0,-5.0,2.0,1020.0,cv,0.89,0.0,0
2010.0,7.0,29.0,13.0,204.0,27.0,33.0,996.0,SE,11.18,0.0,0
2013.0,12.0,25.0,4.0,305.0,-10.0,-7.0,1028.0,NW,8.95,0.0,0
2013.0,11.0,14.0,12.0,24.0,-15.0,13.0,1018.0,NW,23.69,0.0,0
2010.0,10.0,22.0,19.0,195.0,10.0,12.0,1020.0,NW,1.79,0.0,0
2012.0,12.0,5.0,6.0,8.0,-17.0,-4.0,1023.0,NW,24.14,0.0,0
2010.0,5.0,26.0,23.0,78.0,13.0,24.0,1015.0,NW,1.79,0.0,0
2012.0,8.0,21.0,17.0,12.0,7.0,28.0,1012.0,SE,3.13,0.0,0
2010.0,12.0,31.0,9.0,15.0,-23.0,-8.0,1030.0,NW,434.08,0.0,0
2012.0,12.0,16.0,2.0,262.0,0.0,0.0,1028.0,SE,7.15,0.0,1
2013.0,2.0,28.0,5.0,485.0,2.0,3.0,1009.0,SE,15.65,0.0,0
2012.0,12.0,17.0,13.0,19.0,-14.0,-1.0,1035.0,NW,78.68,0.0,0
2013.0,12.0,20.0,12.0,17.0,-20.0,1.0,1035.0,NE,3.13,0.0,0
2013.0,12.0,6.0,0.0,84.0,-12.0,-2.0,1022.0,cv,1.78,0.0,0
2013.0,12.0,10.0,5.0,44.0,-13.0,-5.0,1019.0,NW,6.71,0.0,0
2012.0,10.0,1.0,22.0,104.0,12.0,14.0,1016.0,cv,0.89,0.0,0
2010.0,12.0,9.0,18.0,243.0,-8.0,0.0,1007.0,NW,3.13,0.0,0
2010.0,12.0,31.0,14.0,21.0,-21.0,-3.0,1028.0,NW,489.06,0.0,0
2010.0,6.0,12.0,13.0,115.0,15.0,29.0,1007.0,SE,3.13,0.0,0
2013.0,9.0,21.0,12.0,54.0,12.0,27.0,1016.0,SE,3.13,0.0,0
2011.0,1.0,12.0,20.0,66.0,-20.0,-6.0,1023.0,cv,0.89,0.0,0
2010.0,3.0,4.0,11.0,187.0,-4.0,3.0,1015.0,SE,12.52,0.0,0
2011.0,1.0,17.0,10.0,27.0,-20.0,-6.0,1037.0,NW,41.56,0.0,0
2013.0,12.0,26.0,1.0,15.0,-22.0,-4.0,1032.0,NW,152.89,0.0,0
2014.0,11.0,13.0,18.0,31.0,-13.0,10.0,1022.0,SE,4.02,0.0,0
2012.0,3.0,11.0,2.0,6.0,-20.0,-4.0,1035.0,NW,182.38,0.0,0
2013.0,4.0,27.0,13.0,54.0,1.0,23.0,1010.0,SE,18.32,0.0,0
2013.0,8.0,13.0,20.0,92.0,24.0,28.0,1004.0,SE,21.9,0.0,0
2012.0,3.0,23.0,0.0,37.0,-5.0,7.0,1019.0,SE,46.04,0.0,0
2014.0,12.0,26.0,19.0,271.0,-9.0,-3.0,1031.0,cv,0.89,0.0,0
2011.0,5.0,13.0,3.0,18.0,-3.0,18.0,1009.0,NW,300.4,0.0,0
2013.0,5.0,5.0,16.0,179.0,12.0,27.0,1014.0,SE,10.28,0.0,0
2010.0,4.0,15.0,14.0,199.0,1.0,7.0,1020.0,SE,97.01,0.0,0
2014.0,2.0,9.0,9.0,16.0,-21.0,-7.0,1039.0,NW,95.22,0.0,0
2010.0,5.0,30.0,14.0,18.0,9.0,28.0,1007.0,NW,6.26,0.0,0
2012.0,4.0,7.0,10.0,53.0,-9.0,11.0,1018.0,cv,2.68,0.0,0
2014.0,1.0,15.0,14.0,47.0,-22.0,5.0,1029.0,cv,3.57,0.0,0
2012.0,11.0,9.0,7.0,104.0,4.0,6.0,1025.0,cv,0.89,0.0,0
2013.0,10.0,5.0,18.0,255.0,13.0,19.0,1020.0,cv,0.89,0.0,0
2014.0,3.0,11.0,15.0,225.0,-5.0,13.0,1015.0,SE,3.58,0.0,0
2013.0,7.0,29.0,15.0,55.0,21.0,32.0,999.0,cv,0.89,0.0,0
2012.0,5.0,22.0,23.0,129.0,15.0,24.0,1009.0,SE,56.76,0.0,0
2013.0,4.0,2.0,7.0,133.0,-4.0,1.0,1022.0,NW,0.89,0.0,0
2010.0,10.0,3.0,8.0,10.0,2.0,17.0,1016.0,NW,165.4,0.0,0
2013.0,6.0,6.0,3.0,165.0,17.0,19.0,1010.0,SE,1.79,0.0,0
2010.0,6.0,28.0,15.0,174.0,19.0,32.0,1001.0,SE,14.3,0.0,0
2012.0,9.0,26.0,1.0,26.0,14.0,15.0,1020.0,cv,0.89,0.0,0
2013.0,12.0,1.0,5.0,60.0,-14.0,-4.0,1025.0,cv,2.67,0.0,0
2013.0,3.0,29.0,4.0,110.0,-6.0,2.0,1022.0,cv,0.89,0.0,0
2014.0,5.0,16.0,9.0,271.0,2.0,25.0,1008.0,NE,11.17,0.0,0
2010.0,8.0,31.0,5.0,65.0,18.0,20.0,1010.0,NW,0.89,0.0,0
2011.0,8.0,16.0,12.0,7.0,19.0,31.0,1004.0,NE,4.02,0.0,0
2013.0,11.0,18.0,2.0,17.0,-14.0,2.0,1027.0,NW,131.88,0.0,0
2011.0,2.0,23.0,12.0,403.0,-4.0,5.0,1015.0,SE,3.13,0.0,0
2014.0,5.0,19.0,5.0,90.0,16.0,17.0,1007.0,cv,0.89,0.0,0
2013.0,8.0,25.0,23.0,49.0,17.0,25.0,1003.0,cv,1.78,0.0,0
2010.0,6.0,20.0,15.0,10.0,12.0,34.0,1006.0,cv,1.79,0.0,0
2011.0,12.0,22.0,22.0,68.0,-16.0,-7.0,1029.0,NW,0.89,0.0,0
2012.0,8.0,11.0,8.0,112.0,22.0,25.0,1007.0,SE,1.79,0.0,0
2013.0,3.0,10.0,2.0,18.0,-13.0,-2.0,1027.0,SE,4.92,0.0,0
2013.0,12.0,1.0,1.0,28.0,-14.0,-3.0,1025.0,NW,3.13,0.0,0
2013.0,3.0,15.0,7.0,187.0,-3.0,-1.0,1022.0,NW,1.79,0.0,0
2012.0,2.0,16.0,6.0,11.0,-20.0,-6.0,1030.0,NW,41.13,0.0,0
2012.0,1.0,12.0,1.0,147.0,-17.0,-12.0,1030.0,NE,1.79,0.0,0
2011.0,10.0,2.0,23.0,55.0,2.0,8.0,1030.0,NW,1.79,0.0,0
2013.0,4.0,7.0,8.0,69.0,-3.0,5.0,1011.0,SE,54.54,0.0,0
2010.0,6.0,25.0,5.0,165.0,16.0,19.0,1009.0,NE,0.89,0.0,0
2013.0,7.0,24.0,18.0,18.0,12.0,37.0,998.0,NW,38.44,0.0,0
2011.0,6.0,8.0,21.0,29.0,18.0,25.0,1001.0,SE,28.6,0.0,0
2012.0,7.0,28.0,3.0,88.0,25.0,25.0,1004.0,SE,1.79,0.0,1
2011.0,7.0,7.0,18.0,21.0,12.0,28.0,996.0,SE,4.02,0.0,0
2011.0,11.0,6.0,10.0,39.0,1.0,10.0,1029.0,NE,3.58,0.0,0
2013.0,3.0,25.0,17.0,115.0,-10.0,11.0,1018.0,SE,10.28,0.0,0
2012.0,5.0,2.0,10.0,124.0,11.0,23.0,1009.0,NW,3.58,0.0,0
2011.0,7.0,5.0,15.0,142.0,21.0,28.0,999.0,NW,7.15,0.0,0
2012.0,7.0,16.0,23.0,53.0,17.0,27.0,1008.0,SE,29.95,0.0,0
2010.0,3.0,15.0,12.0,21.0,-12.0,2.0,1025.0,NW,62.12,0.0,0
2012.0,11.0,13.0,18.0,15.0,-18.0,3.0,1019.0,NW,240.93,0.0,0
2014.0,6.0,30.0,13.0,104.0,17.0,34.0,1005.0,SE,3.13,0.0,0
2013.0,8.0,12.0,8.0,51.0,22.0,24.0,1005.0,SE,25.94,0.0,0
2014.0,12.0,18.0,18.0,202.0,-6.0,-1.0,1025.0,cv,1.78,0.0,0
2010.0,8.0,5.0,4.0,31.0,20.0,23.0,1004.0,NW,9.39,0.0,0
2012.0,11.0,16.0,15.0,10.0,-5.0,9.0,1019.0,NW,7.15,0.0,0
2014.0,5.0,9.0,6.0,90.0,6.0,16.0,1014.0,cv,2.67,0.0,0
2011.0,10.0,19.0,8.0,96.0,8.0,10.0,1023.0,NW,10.28,0.0,0
2012.0,10.0,28.0,21.0,57.0,4.0,10.0,1025.0,SE,32.62,0.0,0
2012.0,12.0,1.0,20.0,97.0,-7.0,-4.0,1025.0,SE,33.54,0.0,0
2014.0,3.0,24.0,7.0,262.0,0.0,5.0,1016.0,NE,0.89,0.0,0
2014.0,11.0,14.0,4.0,54.0,-9.0,-2.0,1025.0,NW,11.18,0.0,0
2013.0,10.0,11.0,22.0,158.0,7.0,12.0,1016.0,cv,1.78,0.0,0
2013.0,7.0,13.0,20.0,82.0,23.0,28.0,1006.0,SE,25.94,0.0,0
2013.0,4.0,20.0,6.0,83.0,1.0,1.0,1023.0,NW,0.89,0.0,0
2010.0,3.0,19.0,8.0,214.0,2.0,3.0,1004.0,NW,5.36,0.0,0
2012.0,1.0,7.0,19.0,172.0,-5.0,-4.0,1036.0,NE,1.79,0.0,0
2013.0,11.0,24.0,21.0,70.0,-14.0,8.0,1013.0,NW,14.75,0.0,0
2011.0,10.0,17.0,18.0,30.0,2.0,15.0,1022.0,SE,15.2,0.0,0
2014.0,1.0,16.0,5.0,623.0,-7.0,-3.0,1026.0,SE,1.79,0.0,0
2012.0,11.0,14.0,5.0,13.0,-12.0,-4.0,1024.0,NW,4.02,0.0,0
2010.0,5.0,16.0,12.0,137.0,13.0,22.0,1014.0,SE,61.69,0.0,0
2014.0,5.0,24.0,21.0,91.0,18.0,20.0,1009.0,SE,16.1,0.0,0
2013.0,6.0,18.0,18.0,40.0,12.0,32.0,995.0,SE,42.47,0.0,0
2014.0,8.0,24.0,13.0,8.0,12.0,32.0,1006.0,cv,4.02,0.0,0
2014.0,7.0,2.0,3.0,43.0,20.0,21.0,1004.0,NE,2.68,0.0,0
2010.0,4.0,7.0,4.0,102.0,-7.0,4.0,1024.0,cv,0.89,0.0,0
2010.0,3.0,18.0,5.0,83.0,-4.0,-2.0,1025.0,cv,1.78,0.0,0
2013.0,7.0,25.0,5.0,23.0,17.0,24.0,1001.0,NW,12.07,0.0,0
2010.0,4.0,14.0,13.0,38.0,-18.0,12.0,1026.0,cv,1.79,0.0,0
2011.0,3.0,25.0,11.0,17.0,-15.0,11.0,1030.0,NW,33.07,0.0,0
2013.0,11.0,7.0,4.0,7.0,-11.0,7.0,1022.0,NW,142.17,0.0,0
2010.0,11.0,4.0,21.0,91.0,2.0,7.0,1022.0,NE,0.89,0.0,0
2013.0,6.0,5.0,21.0,192.0,17.0,19.0,1012.0,cv,0.89,0.0,0
2013.0,3.0,16.0,16.0,229.0,-2.0,14.0,1021.0,SE,14.75,0.0,0
2013.0,4.0,30.0,16.0,16.0,-11.0,28.0,1011.0,NE,3.13,0.0,0
2011.0,5.0,23.0,8.0,149.0,11.0,19.0,1014.0,cv,0.89,0.0,0
2011.0,6.0,29.0,16.0,223.0,22.0,30.0,1002.0,SE,27.27,0.0,0
2010.0,10.0,27.0,14.0,83.0,-5.0,11.0,1028.0,SE,3.13,0.0,0
2014.0,8.0,2.0,9.0,77.0,24.0,28.0,1005.0,cv,0.89,0.0,0
2012.0,2.0,25.0,15.0,18.0,-21.0,2.0,1029.0,NW,81.34,0.0,0
2014.0,4.0,25.0,23.0,55.0,11.0,13.0,1019.0,NW,48.28,0.0,2
2010.0,8.0,10.0,17.0,155.0,21.0,30.0,1005.0,SE,16.1,0.0,0
2012.0,7.0,13.0,1.0,26.0,21.0,23.0,1002.0,SE,6.26,0.0,0
2012.0,10.0,18.0,22.0,110.0,7.0,9.0,1018.0,SE,1.78,0.0,0
2011.0,10.0,22.0,10.0,270.0,12.0,16.0,1018.0,NW,3.13,0.0,0
2013.0,4.0,24.0,8.0,125.0,8.0,13.0,1011.0,NW,15.65,0.0,0
2012.0,1.0,23.0,0.0,225.0,-24.0,-11.0,1032.0,NW,3.13,0.0,0
2012.0,7.0,26.0,2.0,77.0,24.0,25.0,1004.0,SE,26.38,0.0,0
2011.0,6.0,12.0,8.0,15.0,13.0,24.0,1008.0,NW,4.92,0.0,0
2013.0,1.0,12.0,8.0,278.0,-15.0,-13.0,1024.0,NW,1.79,0.0,0
2010.0,10.0,7.0,22.0,391.0,14.0,14.0,1017.0,NE,0.89,0.0,0
2012.0,7.0,26.0,12.0,46.0,25.0,27.0,1004.0,SE,16.09,0.0,0
2013.0,10.0,12.0,5.0,63.0,4.0,8.0,1018.0,NW,9.39,0.0,0
2012.0,4.0,12.0,12.0,16.0,-8.0,21.0,1008.0,NW,64.38,0.0,0
2013.0,3.0,10.0,4.0,18.0,-12.0,-4.0,1027.0,NE,0.89,0.0,0
2014.0,10.0,8.0,15.0,320.0,13.0,20.0,1017.0,SE,4.92,0.0,0
2014.0,8.0,18.0,21.0,74.0,18.0,25.0,1012.0,SE,33.08,0.0,0
2011.0,7.0,20.0,10.0,11.0,22.0,23.0,1003.0,NW,11.18,0.0,0
2014.0,12.0,8.0,8.0,21.0,-13.0,-4.0,1034.0,cv,0.89,0.0,0
2011.0,9.0,12.0,18.0,176.0,16.0,19.0,1013.0,SE,23.25,0.0,0
2011.0,8.0,25.0,21.0,92.0,20.0,21.0,1015.0,cv,0.89,0.0,0
2011.0,11.0,18.0,2.0,157.0,5.0,5.0,1016.0,NW,6.71,0.0,0
2011.0,1.0,6.0,10.0,14.0,-20.0,-5.0,1041.0,NW,341.51,0.0,0
2012.0,6.0,30.0,17.0,40.0,15.0,33.0,1001.0,SE,6.26,0.0,0
2013.0,5.0,8.0,12.0,116.0,11.0,23.0,1014.0,SE,16.54,0.0,1
2013.0,5.0,1.0,1.0,81.0,-2.0,13.0,1018.0,SE,12.52,0.0,0
2010.0,4.0,3.0,16.0,132.0,-5.0,16.0,1012.0,SE,33.98,0.0,0
2011.0,8.0,5.0,8.0,205.0,24.0,26.0,1007.0,cv,0.89,0.0,0
2011.0,3.0,14.0,1.0,6.0,-16.0,6.0,1028.0,NE,15.2,0.0,0
2014.0,3.0,8.0,20.0,206.0,-8.0,2.0,1022.0,NE,1.79,0.0,0
2012.0,9.0,21.0,16.0,101.0,12.0,26.0,1010.0,SE,17.88,0.0,0
2010.0,11.0,12.0,4.0,12.0,-6.0,-1.0,1016.0,NW,139.88,0.0,0
2012.0,5.0,14.0,8.0,31.0,0.0,19.0,1009.0,NW,1.79,0.0,0
2014.0,7.0,12.0,22.0,22.0,12.0,31.0,1002.0,SE,1.79,0.0,0
2014.0,2.0,1.0,9.0,187.0,-7.0,3.0,1018.0,NW,17.44,0.0,0
2010.0,8.0,27.0,4.0,43.0,16.0,19.0,1013.0,NW,27.72,0.0,0
2014.0,1.0,26.0,23.0,119.0,-8.0,-3.0,1021.0,SE,12.97,0.0,0
2012.0,7.0,25.0,17.0,79.0,25.0,28.0,1006.0,cv,0.89,0.0,0
2012.0,1.0,4.0,15.0,15.0,-22.0,1.0,1032.0,NW,46.04,0.0,0
2012.0,5.0,30.0,2.0,16.0,9.0,15.0,1014.0,NE,21.0,0.0,0
2010.0,5.0,8.0,15.0,107.0,8.0,25.0,1005.0,SE,17.88,0.0,0
2011.0,4.0,6.0,6.0,120.0,1.0,10.0,1017.0,cv,1.78,0.0,0
2012.0,8.0,9.0,4.0,15.0,21.0,22.0,1006.0,cv,0.89,0.0,0
2014.0,6.0,21.0,4.0,76.0,18.0,20.0,1008.0,SE,23.69,0.0,0
2013.0,3.0,4.0,16.0,17.0,-19.0,15.0,1022.0,SE,3.13,0.0,0
2014.0,5.0,22.0,4.0,196.0,16.0,20.0,1005.0,SE,3.13,0.0,0
2014.0,2.0,4.0,15.0,8.0,-37.0,1.0,1028.0,NW,81.81,0.0,0
2010.0,7.0,11.0,10.0,181.0,20.0,23.0,1005.0,SE,48.3,0.0,0
2014.0,1.0,22.0,18.0,184.0,-20.0,1.0,1021.0,cv,1.78,0.0,0
2014.0,2.0,15.0,20.0,336.0,-7.0,-2.0,1024.0,cv,2.23,0.0,0
2013.0,9.0,4.0,22.0,86.0,17.0,20.0,1015.0,cv,2.23,0.0,3
2010.0,6.0,15.0,21.0,183.0,17.0,30.0,1002.0,NW,7.15,0.0,1
2011.0,7.0,26.0,4.0,73.0,22.0,23.0,1000.0,NW,0.89,0.0,0
2011.0,3.0,7.0,17.0,22.0,-18.0,10.0,1020.0,NW,90.3,0.0,0
2012.0,11.0,18.0,15.0,156.0,-2.0,8.0,1016.0,cv,5.34,0.0,0
2011.0,4.0,9.0,23.0,82.0,-6.0,18.0,1014.0,NE,16.99,0.0,0
2011.0,3.0,23.0,18.0,22.0,-14.0,9.0,1021.0,NW,1.79,0.0,0
2013.0,4.0,19.0,11.0,43.0,1.0,7.0,1026.0,SE,40.24,0.0,0
2011.0,7.0,23.0,9.0,334.0,26.0,27.0,1003.0,cv,0.89,0.0,0
2010.0,6.0,4.0,11.0,76.0,13.0,26.0,1017.0,cv,5.34,0.0,0
2014.0,1.0,22.0,21.0,237.0,-16.0,-4.0,1022.0,SE,3.57,0.0,0
2011.0,12.0,27.0,16.0,161.0,-9.0,-1.0,1028.0,SE,0.89,0.0,0
2014.0,8.0,29.0,5.0,78.0,18.0,19.0,1015.0,NW,1.79,0.0,0
2013.0,7.0,14.0,15.0,67.0,22.0,30.0,1006.0,SE,1.79,0.0,0
2010.0,4.0,3.0,10.0,67.0,-11.0,10.0,1021.0,SE,8.05,0.0,0
2014.0,3.0,26.0,13.0,327.0,7.0,21.0,1010.0,SE,3.58,0.0,0
2011.0,5.0,26.0,4.0,100.0,10.0,19.0,1012.0,SE,17.89,0.0,0
2013.0,3.0,11.0,13.0,134.0,-9.0,9.0,1019.0,SE,13.42,0.0,0
2013.0,12.0,8.0,23.0,14.0,-16.0,3.0,1024.0,NW,88.07,0.0,0
2014.0,10.0,21.0,9.0,38.0,-3.0,13.0,1026.0,SE,31.29,0.0,0
2014.0,5.0,2.0,21.0,27.0,1.0,17.0,1018.0,NW,1.79,0.0,0
2012.0,11.0,4.0,12.0,27.0,2.0,4.0,1011.0,NW,158.26,0.0,27
2011.0,3.0,1.0,18.0,14.0,-16.0,5.0,1021.0,NW,87.63,0.0,0
2014.0,5.0,19.0,17.0,119.0,14.0,28.0,1001.0,SE,25.03,0.0,0
2010.0,10.0,31.0,4.0,117.0,0.0,4.0,1025.0,NW,10.74,0.0,0
2011.0,3.0,12.0,5.0,266.0,-3.0,1.0,1009.0,cv,1.35,0.0,0
2014.0,9.0,18.0,4.0,104.0,11.0,11.0,1021.0,NW,3.13,0.0,0
2010.0,11.0,28.0,11.0,173.0,-14.0,1.0,1021.0,NW,1.79,0.0,0
2012.0,4.0,16.0,16.0,40.0,-10.0,21.0,1013.0,SE,12.52,0.0,0
2010.0,5.0,12.0,18.0,43.0,5.0,22.0,1015.0,SE,22.81,0.0,0
2011.0,11.0,9.0,15.0,23.0,-5.0,16.0,1023.0,NW,1.79,0.0,0
2014.0,3.0,15.0,16.0,136.0,-13.0,22.0,1008.0,SE,8.05,0.0,0
2014.0,1.0,6.0,0.0,128.0,-7.0,-3.0,1028.0,cv,0.89,0.0,0
2012.0,9.0,18.0,1.0,77.0,14.0,15.0,1010.0,NE,0.89,0.0,0
2014.0,7.0,6.0,23.0,153.0,23.0,27.0,1005.0,SE,80.93,0.0,0
2013.0,11.0,16.0,5.0,71.0,-8.0,8.0,1014.0,NW,6.26,0.0,0
2012.0,7.0,20.0,18.0,188.0,24.0,31.0,1002.0,SE,26.38,0.0,0
2012.0,1.0,8.0,4.0,156.0,-6.0,-5.0,1033.0,NW,4.92,0.0,0
2011.0,1.0,21.0,11.0,42.0,-20.0,-3.0,1029.0,NE,8.94,0.0,0
2014.0,6.0,2.0,7.0,25.0,14.0,19.0,1013.0,NE,1.79,0.0,0
2012.0,2.0,22.0,14.0,208.0,-3.0,3.0,1012.0,cv,2.68,0.0,0
