age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,predclass
56.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
46.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3411,0,35.0,Guatemala,<=50K
34.0,Self-emp-not-inc,Assoc-voc,11.0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
63.0,Local-gov,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
28.0,Private,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
57.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60.0,United-States,<=50K
23.0,Private,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0,0,30.0,United-States,<=50K
18.0,Private,11th,7.0,Never-married,Craft-repair,Own-child,White,Male,0,0,5.0,United-States,<=50K
48.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,El-Salvador,>50K
31.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Unmarried,Other,Male,0,0,40.0,United-States,<=50K
59.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,55.0,United-States,>50K
41.0,Private,Assoc-voc,11.0,Divorced,Tech-support,Not-in-family,White,Female,3325,0,40.0,United-States,<=50K
46.0,Private,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,40.0,United-States,>50K
46.0,Private,Preschool,1.0,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,0,0,75.0,Dominican-Republic,<=50K
43.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,21.0,Trinadad&Tobago,<=50K
64.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
63.0,Private,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60.0,United-States,>50K
19.0,Federal-gov,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,10.0,United-States,<=50K
18.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
38.0,Private,12th,8.0,Never-married,Other-service,Unmarried,White,Female,0,0,17.0,United-States,<=50K
29.0,Private,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,0,0,40.0,Japan,<=50K
39.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40.0,United-States,<=50K
50.0,Private,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
64.0,Local-gov,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
49.0,Private,Some-college,10.0,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
34.0,Private,Assoc-acdm,12.0,Divorced,Adm-clerical,Own-child,White,Female,0,0,35.0,United-States,<=50K
18.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40.0,United-States,<=50K
49.0,Private,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,40.0,United-States,<=50K
53.0,Self-emp-not-inc,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,>50K
30.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45.0,Germany,<=50K
44.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,42.0,Japan,<=50K
26.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,60.0,Vietnam,<=50K
29.0,Private,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40.0,Cuba,<=50K
48.0,Private,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,4386,0,45.0,United-States,>50K
27.0,Private,11th,7.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
45.0,Private,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40.0,United-States,>50K
19.0,Private,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Female,0,0,35.0,United-States,<=50K
54.0,State-gov,HS-grad,9.0,Separated,Exec-managerial,Unmarried,White,Female,0,0,38.0,United-States,<=50K
31.0,Self-emp-not-inc,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
32.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35.0,United-States,>50K
51.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,48.0,United-States,>50K
27.0,Private,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
40.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,<=50K
44.0,Private,Masters,14.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20.0,United-States,>50K
33.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,40.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
64.0,Self-emp-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
38.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,<=50K
43.0,Private,Some-college,10.0,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
50.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
37.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,>50K
36.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3456,0,8.0,United-States,<=50K
26.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,56.0,United-States,<=50K
25.0,Private,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40.0,United-States,<=50K
58.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40.0,United-States,>50K
26.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,40.0,United-States,>50K
40.0,Private,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,50.0,United-States,<=50K
21.0,Private,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0,0,20.0,United-States,<=50K
24.0,Private,HS-grad,9.0,Never-married,Sales,Own-child,White,Male,0,0,40.0,United-States,<=50K
33.0,Private,HS-grad,9.0,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,48.0,China,<=50K
26.0,Private,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70.0,United-States,<=50K
58.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
53.0,Self-emp-inc,Some-college,10.0,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,>50K
21.0,Private,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,53.0,United-States,<=50K
38.0,Private,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
80.0,Self-emp-not-inc,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30.0,United-States,<=50K
29.0,Private,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40.0,Outlying-US(Guam-USVI-etc),<=50K
23.0,Private,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
22.0,Private,Assoc-voc,11.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,30.0,United-States,<=50K
52.0,Self-emp-not-inc,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,0,0,35.0,United-States,<=50K
51.0,Private,Bachelors,13.0,Separated,Sales,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
25.0,Private,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,8.0,Italy,<=50K
42.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60.0,United-States,>50K
26.0,Private,Some-college,10.0,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,0,0,35.0,Dominican-Republic,<=50K
40.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Wife,White,Female,0,1628,45.0,United-States,<=50K
28.0,Local-gov,HS-grad,9.0,Never-married,Protective-serv,Other-relative,Black,Male,0,1876,40.0,United-States,<=50K
22.0,Private,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Male,0,0,50.0,United-States,<=50K
22.0,Federal-gov,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
37.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46.0,United-States,<=50K
40.0,Private,Bachelors,13.0,Never-married,Sales,Not-in-family,Other,Female,0,0,55.0,United-States,>50K
22.0,Private,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
48.0,Self-emp-inc,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40.0,United-States,>50K
22.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Male,2202,0,4.0,United-States,<=50K
37.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,80.0,United-States,>50K
48.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45.0,United-States,<=50K
23.0,Private,12th,8.0,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,30.0,Mexico,<=50K
33.0,Federal-gov,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
45.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,2829,0,60.0,United-States,<=50K
51.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,99.0,United-States,>50K
36.0,Self-emp-not-inc,Bachelors,13.0,Never-married,Sales,Not-in-family,Black,Female,2174,0,50.0,United-States,<=50K
38.0,Federal-gov,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,40.0,United-States,<=50K
47.0,Private,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50.0,United-States,>50K
23.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24.0,United-States,<=50K
48.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,<=50K
24.0,Private,Bachelors,13.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,32.0,United-States,<=50K
52.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52.0,United-States,>50K
28.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40.0,United-States,>50K
34.0,Private,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
37.0,Local-gov,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,36.0,United-States,<=50K
21.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,40.0,United-States,<=50K
63.0,Private,7th-8th,4.0,Divorced,Sales,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
19.0,Private,10th,6.0,Never-married,Farming-fishing,Own-child,White,Male,0,0,25.0,United-States,<=50K
28.0,Private,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70.0,United-States,<=50K
37.0,Private,Some-college,10.0,Divorced,Handlers-cleaners,Own-child,White,Male,0,1504,40.0,United-States,<=50K
37.0,Private,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
45.0,State-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
45.0,Private,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Female,0,0,80.0,United-States,<=50K
29.0,Private,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,0,0,40.0,United-States,<=50K
54.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50.0,United-States,>50K
40.0,Private,Some-college,10.0,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,0,84.0,United-States,<=50K
54.0,Private,Some-college,10.0,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
40.0,State-gov,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38.0,United-States,>50K
53.0,Private,Bachelors,13.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
42.0,Private,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50.0,United-States,<=50K
19.0,Private,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0,0,20.0,United-States,<=50K
31.0,Self-emp-inc,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,70.0,South,<=50K
62.0,Private,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60.0,United-States,<=50K
67.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16.0,United-States,<=50K
30.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
29.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
29.0,Private,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48.0,United-States,<=50K
56.0,Private,11th,7.0,Divorced,Sales,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
17.0,Private,10th,6.0,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,1055,0,20.0,United-States,<=50K
58.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,<=50K
31.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,40.0,United-States,<=50K
33.0,Private,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55.0,United-States,<=50K
49.0,Private,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50.0,United-States,<=50K
36.0,State-gov,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
60.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,<=50K
40.0,Private,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,<=50K
30.0,Private,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,>50K
21.0,Private,5th-6th,3.0,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40.0,Mexico,<=50K
34.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,40.0,United-States,<=50K
52.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
44.0,Self-emp-not-inc,11th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,88.0,United-States,<=50K
30.0,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
47.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75.0,United-States,>50K
53.0,Private,11th,7.0,Divorced,Other-service,Not-in-family,White,Female,0,0,37.0,United-States,<=50K
30.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60.0,United-States,<=50K
40.0,Local-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,48.0,United-States,>50K
23.0,Local-gov,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0,0,24.0,United-States,<=50K
28.0,Private,Assoc-acdm,12.0,Never-married,Sales,Own-child,White,Male,0,0,20.0,United-States,<=50K
27.0,Private,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0,0,34.0,United-States,<=50K
18.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40.0,United-States,<=50K
23.0,Private,11th,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,Puerto-Rico,<=50K
32.0,State-gov,Some-college,10.0,Married-spouse-absent,Farming-fishing,Own-child,White,Male,0,0,50.0,United-States,<=50K
54.0,State-gov,HS-grad,9.0,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
25.0,Private,10th,6.0,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
24.0,Self-emp-inc,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Male,0,0,40.0,United-States,<=50K
33.0,Private,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
46.0,Private,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,<=50K
58.0,State-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20.0,United-States,>50K
50.0,Private,HS-grad,9.0,Never-married,Tech-support,Own-child,White,Male,0,0,15.0,United-States,<=50K
25.0,Self-emp-not-inc,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0,0,22.0,United-States,<=50K
38.0,Private,12th,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48.0,United-States,<=50K
44.0,Local-gov,Bachelors,13.0,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
35.0,Private,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40.0,Philippines,>50K
38.0,Private,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,7443,0,40.0,United-States,<=50K
22.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Craft-repair,Other-relative,White,Male,0,0,35.0,United-States,<=50K
51.0,Private,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,50.0,United-States,>50K
17.0,Private,9th,5.0,Never-married,Other-service,Own-child,Black,Male,0,0,40.0,United-States,<=50K
35.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,7298,0,35.0,United-States,>50K
45.0,State-gov,HS-grad,9.0,Separated,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
28.0,Local-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,40.0,United-States,>50K
30.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,42.0,United-States,>50K
45.0,Private,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40.0,United-States,<=50K
29.0,Private,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
27.0,Private,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0,1504,45.0,United-States,<=50K
47.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,<=50K
39.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,Canada,>50K
17.0,Private,12th,8.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20.0,United-States,<=50K
38.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
23.0,Private,Assoc-voc,11.0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40.0,United-States,<=50K
44.0,State-gov,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411,0,40.0,United-States,<=50K
57.0,Self-emp-not-inc,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35.0,United-States,<=50K
38.0,Private,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
32.0,Federal-gov,Assoc-acdm,12.0,Divorced,Protective-serv,Not-in-family,White,Male,2174,0,40.0,United-States,<=50K
22.0,Private,10th,6.0,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,84.0,United-States,<=50K
39.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40.0,United-States,>50K
37.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60.0,United-States,>50K
47.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,40.0,United-States,>50K
24.0,Private,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
39.0,Private,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
38.0,Private,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
31.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50.0,United-States,<=50K
41.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35.0,United-States,<=50K
51.0,Private,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
32.0,Private,HS-grad,9.0,Separated,Handlers-cleaners,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
38.0,Private,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36.0,Mexico,<=50K
47.0,State-gov,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48.0,United-States,>50K
19.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16.0,United-States,<=50K
36.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,2415,45.0,United-States,>50K
43.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,>50K
26.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
62.0,Private,7th-8th,4.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
75.0,Private,10th,6.0,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,70.0,United-States,<=50K
17.0,Private,11th,7.0,Never-married,Other-service,Own-child,White,Male,0,0,20.0,England,<=50K
34.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,<=50K
32.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40.0,United-States,<=50K
28.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,70.0,United-States,>50K
42.0,Private,Bachelors,13.0,Separated,Other-service,Other-relative,Black,Male,0,0,50.0,United-States,<=50K
34.0,State-gov,Masters,14.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1848,40.0,United-States,>50K
51.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
42.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
29.0,Self-emp-not-inc,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50.0,United-States,>50K
42.0,Private,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,35.0,United-States,>50K
37.0,Private,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40.0,United-States,<=50K
19.0,Private,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0,0,26.0,United-States,<=50K
45.0,State-gov,HS-grad,9.0,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40.0,United-States,<=50K
66.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,5556,0,40.0,United-States,>50K
23.0,Private,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0,0,80.0,United-States,<=50K
59.0,Private,11th,7.0,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40.0,United-States,<=50K
30.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
25.0,Private,Masters,14.0,Never-married,Prof-specialty,Own-child,White,Female,0,0,60.0,United-States,<=50K
22.0,Private,HS-grad,9.0,Never-married,Tech-support,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
43.0,Private,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,30.0,United-States,>50K
22.0,Private,HS-grad,9.0,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,3.0,United-States,<=50K
18.0,Private,11th,7.0,Never-married,Other-service,Own-child,White,Male,0,0,15.0,Peru,<=50K
27.0,Private,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0,1876,75.0,United-States,<=50K
32.0,Private,Assoc-acdm,12.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,30.0,United-States,<=50K
23.0,Private,12th,8.0,Never-married,Other-service,Not-in-family,White,Female,0,0,30.0,United-States,<=50K
38.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
22.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55.0,United-States,<=50K
29.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,>50K
75.0,Private,5th-6th,3.0,Widowed,Other-service,Unmarried,Black,Male,0,0,10.0,United-States,<=50K
60.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35.0,United-States,>50K
29.0,Private,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
42.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,60.0,United-States,<=50K
27.0,Self-emp-not-inc,Assoc-voc,11.0,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
